0, 1.1102475,1.0183356,1.171043,1.0569177,0.9121584,1.0473808,0.9369636,0.9012626,0.9054707,0.9500518,1.0173564,0.90447927,0.93162775,0.91827804,1.1597121,1.130417,1.1783371,1.1154809
10, 1.1250981,1.0887702,1.1479299,1.1056454,0.9973115,1.1109363,0.94500524,0.97828096,1.0060413,1.024169,1.0079418,0.98476183,0.9777552,0.97442526,1.1456137,1.1537378,1.1588417,0
20, 1.0023469,1.0192064,1.155797,0.99334234,0.9834895,1.0100626,0.9683331,0.99887383,1.0129799,1.0445915,1.0764676,1.0269036,1.0396754,1.0228672,1.0440098,1.02047,1.1305532,0
30, 1.0358313,1.0041938,1.0778997,0.97106904,0.9902316,0.9892594,0.9601031,1.0028586,0.98339385,1.0322443,1.0871756,1.0172259,1.0329636,1.0387686,1.0592788,1.0669292,1.0665966,0
40, 0.8909942,0.9430034,1.1157794,1.0851419,0.97438055,0.88040364,1.2113405,1.2582017,0.97854763,1.0236292,1.0528294,0.99784213,1.01286,0.99603575,0.8943558,0.9170337,1.0128465,0
50, 0.82852215,0.86418027,1.0780008,1.0473474,0.91216373,0.8245268,0.9050375,0.9527234,0.93936497,0.9911788,1.0453432,0.9496289,0.992933,0.97868353,0.83031696,0.8373545,0.93186015,0
60, 0.90647084,0.90705293,1.0907578,1.0677629,0.93275994,0.8538682,1.02743,0.9654473,0.98461,1.0019102,1.0630811,0.9798245,1.0331821,1.0332742,0.9282861,0.92557347,1.0281545,0
70, 0.8243029,0.85170406,1.0291022,1.0809997,0.82754153,0.82395434,0.8351726,0,0.8539969,0.9210203,1.027318,0.86842406,0.9313186,0.9683242,0.83132935,0.82440543,0.95481265,0
80, 0.82397836,0.89882475,1.0896358,1.0925839,0.8590794,0.8240123,0.850444,0.8509872,0.95400536,0.9894092,1.0723002,0.9145816,0.9652236,1.0251591,0.82992166,0.8240836,1.0641711,0
90, 0.834009,0.8780621,1.0117791,1.0264685,0.8632464,0.82470924,0.89599305,0.8734053,0.9108754,0.99254864,1.04872,0.880868,0.9441909,0.9914749,0.84099096,0.84359586,0.9127704,0
100, 0.84938806,0.92650497,1.0379858,1.0565356,0.8793295,0.8254515,0.99640787,1.0671316,0.95798284,1.0185845,1.0594026,0.89254683,0.94839764,1.009325,0.86954504,0.8655042,0.9792317,0
110, 0.9394191,0.90901846,1.1017187,1.0250016,0.8543292,0.8560412,1.066742,1.1060505,0.854569,0.9144667,1.0591553,0.864391,0.9504755,1.0175076,0.9788872,0,1.0759016,0
120, 0,1.015795,1.0692413,0,0,1.0010438,0,1.0755515,1.0701067,1.1043537,1.1728626,1.0678216,1.0875458,1.1177019,0,0,0,0
130, 0.99143505,1.0329688,1.0958475,1.0570705,1.040125,0.9897631,1.014274,1.0647793,1.1154836,1.1267165,1.1813347,1.0827788,1.0678687,1.0332835,0.99944526,0.9999459,1.0576234,0
140, 0.96670806,0.94323444,1.0057278,1.0622022,1.0727661,0.94510186,0.96633637,1.0064476,1.0298779,0,0,0.99295443,1.0379722,0,0.9703363,0.96100974,0.98356223,0.95122707
150, 1.1025153,1.0071756,1.0699614,1.1158159,1.0377963,1.0000118,0,0,1.0567869,1.1613276,1.2357321,1.0545344,1.0915663,1.0704733,1.1088406,1.0751578,0,0.9741311
160, 1.1162914,0.9657524,1.0638131,1.1625513,1.1880447,1.0861986,1.0119356,1.0262355,1.0742568,1.152714,1.1703784,1.0693369,1.0987724,1.1107515,1.1350532,1.0970412,0,0.9671629
170, 1.02555,0.9390632,0.9732869,1.0437747,1.0427219,0.9392446,0,0,0.98375124,1.09578,1.1232213,0.9775667,1.0326977,1.0476333,1.0378702,1.0233697,0,0.96426827
180, 1.0623066,0.95685637,1.0323298,1.0333185,0.98522425,1.0711038,1.0160874,1.0144095,1.0695649,1.1264282,1.0709959,1.0870055,1.1271871,1.1357453,1.068399,1.0353075,0,0.9454397
190, 0.9984836,0.93674093,1.0129833,1.0306501,1.0300776,0.9667794,0.98855746,1.034382,1.0035623,1.0889542,1.1307546,1.0189452,1.0702372,1.0634108,1.0419061,0.95646894,0,0.953645
200, 0.9656987,0.9892158,1.0627251,0.9951391,0.9849108,0.9573082,1.0805299,1.0572398,1.0111184,1.1203535,0,0.99671525,1.0799338,1.0510049,0.991494,0.9705548,1.0684115,0
210, 0.9713259,1.0129547,1.100795,0.97312295,1.0388645,0.98748094,0.98835707,1.0061481,1.0560241,1.1540145,0,1.0445926,1.0431052,0,0.9882342,0.97883856,1.0512472,0
220, 1.0398991,0.9318774,0.9954776,0.95739806,0,0.9110956,1.0335504,0,0.9214881,1.0913708,0,0.91889185,1.1042837,0,1.0496255,1.0182896,0,0.96614194
230, 1.0776933,1.0196443,1.1626397,0,0,0.97634065,0,0,1.1255524,1.1265543,1.1832726,1.0373373,1.1139821,0,1.1194273,1.0773225,1.1430876,0
240, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250, 1.128605,0.9316557,0.9918777,1.0657359,1.1402996,0.92286384,0.9036961,0,0.96621954,1.0971392,1.2038286,0.9305257,1.0339252,1.0820922,1.1320775,1.0869548,0,0.94145465
254, 1.0799863,0.9505272,1.0016917,0.9530466,1.0469891,0.9180199,0.8499659,0,0.9238973,1.0005697,1.0564196,0.89348173,0.96990687,0.99822116,1.0882592,1.0489625,0,0.96488744
