0 -124.30138142832352 0.0 781.2155310726897, 1 -205.13432068785534 -99.29564550135781 790.9774670572141, 2 -167.6016176189522 -104.77015351279913 397.6681243168481, 3 -285.05029180964686 -25.087036100535755 -2.1492989597859378, 6 -39.19600070458232 99.29482121962872 771.1401597198978, 7 77.86936290271349 71.9648732102185 386.53170749437527, 8 118.6104398115749 134.93853898319293 -0.37220617929290256, 12 -89.5397317372286 10.161058837984932 1073.6004519545208, 13 -8.588223028449194 -8.021504331690522 1301.3509531419563, 14 77.366596714749 -66.61735028144267 1342.9208316653908, 15 108.1912531788847 -78.85105101430511 1473.3147246176745, 17 98.36816795712195 115.1149528614973 1238.2173339929093, 18 300.6797092818634 192.8589752299735 1177.9254410901121, 19 445.8262152636351 54.4799658836928 1208.0240957344133, 25 -130.02906639553714 -114.56366610577521 1269.8793487518094, 26 -247.00200187669995 -309.6306878148975 1077.884742466488, 27 -85.45985382647585 -424.8889691227925 926.4330103375098, 
0 -143.42362948264437 0.0 781.1269327130378, 1 -223.72633958625204 -100.25313832046837 790.9220473934607, 2 -167.3998528773374 -109.4311195168257 398.2150173723978, 3 -284.27679780647566 -35.844318932447976 0.2807890576846148, 6 -58.80730741238 100.2523520363428 771.0153608119504, 7 58.37602826672397 70.18205279684561 386.6823571202041, 8 118.493251624914 130.88317637551057 0.4538329787803832, 12 -95.42133528322366 1.2234925168291895 1078.1227308227853, 13 -6.650535663857722 -25.439349839399355 1299.6227438060014, 14 78.1060522464867 -84.01884809547875 1339.701972766653, 15 108.64373403923163 -95.71788500195407 1469.8519267933527, 17 97.99723095981008 99.62701320435183 1236.9519722150912, 18 299.5336595782552 176.90809608889646 1176.8772173962452, 19 443.8879910399683 36.882473464054144 1193.966280328506, 25 -129.51055169298854 -130.02945509375547 1256.2031128661167, 26 -264.0582758033789 -317.7856151613713 1065.8350119560002, 27 -102.45120195670036 -428.3708923605931 926.3433575642151, 
0 -143.4255465962968 0.0 787.3326612908116, 1 -223.78145499467524 -99.34456752397534 790.7825137550949, 2 -167.4175946506847 -109.0707891363541 398.0528716643855, 3 -284.2335017001437 -36.50104956291065 0.3156584886044129, 6 -58.79506269413285 99.34381213305201 783.8828350583325, 7 58.35433219126771 68.61494176622456 386.7767555631657, 8 118.47185761131345 130.08213748625207 0.5148304364327032, 12 -95.17964708995473 -1.0988627466298908 1078.1830457783715, 13 -6.641870513343943 -30.670962262618986 1298.403673435806, 14 74.35226509010812 -91.02195674870106 1338.6276072850187, 15 101.75617984589512 -102.90485596927593 1468.4893611250427, 17 97.79450943240269 91.09165360898571 1236.203260771449, 18 297.6376851205017 150.41381656044666 1162.0826987583619, 19 420.50659401055 -1.9808440704606767 1191.2872283594972, 25 -129.37924287952836 -134.00483636008894 1255.7625006468006, 26 -263.33478417550515 -327.92357533459426 1065.3466472979812, 27 -102.12402965771301 -439.82428230990416 926.2371852226598, 
0 -143.429003054182 0.0 780.9091472887454, 1 -223.8333198911432 -98.53455150581355 790.6449476480824, 2 -167.39002006733153 -109.80539725989826 398.0336941360721, 3 -284.1988922836114 -37.07916485688173 0.32223008329583536, 6 -58.78486094994373 98.53374827803896 770.8623040676661, 7 58.36485405493444 69.25048714776473 386.5733131667348, 8 118.52415675195502 131.80577944828877 -0.0, 12 -94.53972285551947 -0.8946902811532667 1078.5229839194324, 13 -6.640215204262129 -31.755843638923494 1298.8311352833612, 14 73.95965794127243 -93.84624747639339 1338.537817107932, 15 101.47178577610154 -105.81806564534595 1467.840187448187, 17 97.6790022863594 86.16110576157685 1235.730980997435, 18 296.1094799277706 129.00422679382675 1147.7303356313982, 19 360.08674591426166 -35.96198985050813 1176.420141191075, 25 -129.39747106244369 -133.55333678136896 1255.7027549776471, 26 -263.16481087965064 -330.3822061673614 1065.1506847153548, 27 -102.20016374766004 -437.2560091959653 926.1310128811045, 
0 -143.43616490824766 0.0 780.867673724217, 1 -224.0808717957613 -94.4146837183628 790.4608825620082, 2 -186.15288908911324 -106.5700018919805 397.53387273399574, 3 -284.8591859392062 -28.070241261349338 -1.862970458140694, 6 -58.72870355685654 94.41395720695002 770.9764106469028, 7 58.30316573402453 64.74655616454437 387.1093726852507, 8 118.46136294077314 129.41056450267655 0.4564397802497524, 12 -95.22643003134219 -1.0430681541127598 1066.598552691136, 13 -6.638666080153919 -32.87970282789382 1284.932670482065, 14 74.20354211128922 -98.4727096690715 1321.5519832711689, 15 103.52100907312419 -112.31404096245348 1448.1359208010363, 17 97.53638937677678 79.99151842221916 1222.3635734257768, 18 294.5196944532163 106.6309133629344 1133.5410972217353, 19 319.81582546894435 -65.28194032775423 1174.5470643157917, 25 -129.48245556687232 -131.2071476026852 1255.8849859477964, 26 -263.22874638664223 -329.67394861647017 1065.1502371545873, 27 -119.3466952118656 -434.052479376689 926.0967906938175, 
0 -143.4041384305145 0.0 774.552978773422, 1 -223.98348282165279 -95.24025469141996 778.1604317520154, 2 -186.19466820386367 -104.82646648130363 397.3810228374622, 3 -284.99427646049486 -25.299135999658688 -2.3372647022775936, 6 -58.72742917717612 95.23949726403757 770.9455544842065, 7 58.305626826030334 65.82595622108371 387.05239877241, 8 118.43611361335901 129.45243106587415 0.6195122695370401, 12 -98.02467176136666 -0.4194227528212693 1066.6828967141141, 13 -6.64099603664012 -30.60108347005358 1285.6508484687242, 14 77.74311460606465 -95.53450210380795 1320.876229569516, 15 110.90265081005313 -109.75471224026636 1446.8418299351345, 17 97.60447116781069 83.75123212100394 1222.5361496787555, 18 275.659194892481 119.11595602815927 1121.0893086818205, 19 301.9780625378477 -51.656015960670686 1162.854809460546, 25 -129.47505662593875 -130.564250805618 1255.8319188647542, 26 -263.1744700195278 -329.61122461542294 1076.6727407514018, 27 -119.33435483285135 -433.6248947832077 926.0625685065305, 
0 -143.36384741290644 0.0 774.525026223179, 1 -224.18911432054242 -90.55702734370611 777.954127022761, 2 -186.00026694549362 -107.7997632878332 397.862485306852, 3 -285.528591060078 -16.728119220752006 20.99055682552364, 6 -58.643788654398236 90.55628128454771 771.0959536744366, 7 58.017063524276 46.8405787952761 402.4195803264839, 8 117.66499919938941 103.71935891546784 6.5743704522384405, 12 -83.98936374316729 -17.167006682100734 1076.4257462268886, 13 14.080530069107919 -71.38610655327443 1281.7856155730688, 14 94.5864970200917 -146.9074403545099 1309.9528711208839, 15 127.3627785022041 -166.0871220257134 1432.109395747976, 17 115.72876817048034 36.190792130688294 1218.9304920518211, 18 270.3206273229626 40.478109186731295 1104.4918096840972, 19 239.1321982086643 -150.74829333851392 1144.6300566012078, 25 -128.35289139839165 -163.02275500105748 1252.903274508821, 26 -243.5313937324581 -359.94013841893116 1075.3157418751134, 27 -118.31523941191581 -463.0880035959085 925.992047620293, 
0 -143.30517084688847 0.0 768.2079555574529, 1 -223.80760680354103 -95.61180729019404 778.1355255023695, 2 -185.64390036377603 -113.6663959853128 398.8038324674534, 3 -284.748624069686 -25.98256033733111 23.392192182745816, 6 -58.69222384965469 95.61103083735664 757.9788318599076, 7 58.08780210434259 53.43378477289791 414.4963125545145, 8 117.6573304514481 105.13206732633398 6.563772078786883, 12 -92.23111291291585 -14.80526371207877 1079.2224370830054, 13 14.100791740502727 -64.12199722547902 1282.8478176655328, 14 96.50017541243116 -135.92281211315407 1311.473134201831, 15 131.08729521009408 -153.729398462948 1433.2859699901126, 17 116.04912485727593 49.02084731005069 1206.8991632770792, 18 272.38742552794196 73.03753917329774 1105.7860495690825, 19 223.27830057438925 -104.84570698173617 1122.5035087615067, 25 -110.01408216686197 -161.54527025391343 1252.8247844771627, 26 -243.362615229844 -360.9734717329692 1075.141732772696, 27 -118.47900865312951 -456.7420914315906 925.9215267340554, 
0 -133.70056378097365 0.0 768.2271145900746, 1 -223.96592399720438 -91.36161273357949 777.9900904307049, 2 -185.64351070821797 -112.19418016410434 398.76404475761694, 3 -284.6522277897451 -25.81462500056969 23.65683238005738, 6 -39.07266115399156 91.36087901618082 758.1760992312232, 7 58.10161393616501 55.941985100632635 414.3338142843595, 8 117.91386403531696 115.64980184312444 17.49529421113209, 12 -88.49763217236591 -16.220263412467894 1076.471596840363, 13 13.148020763662153 -66.4277272005686 1282.4619993284527, 14 91.07255959451078 -141.5202149373228 1310.231216476037, 15 123.61542022215201 -160.5103077645654 1431.4883490359998, 17 115.75102749090452 40.15844322931491 1206.1365171310213, 18 251.32859033649333 48.772139320359855 1066.3073303714687, 19 202.47114101184724 -145.25869123286628 1108.1946911798918, 25 -110.04075664734964 -159.1520895737503 1252.8631527274367, 26 -243.37720925429306 -359.368990350858 1075.109787145146, 27 -118.11238744001466 -466.3608260170186 925.8806326353804, 
0 -133.6385646985993 0.0 768.225957974126, 1 -223.93694339411752 -90.054276138525 777.9349640139559, 2 -184.70252304399838 -130.10611353404153 401.3616241120445, 3 -283.6261096879465 -38.303719103155316 26.834917559471137, 6 -39.04206314222134 90.05353524893974 758.233166491216, 7 77.17239986413571 42.29722361431304 416.2168813371099, 8 117.56022377793307 105.21004073686913 20.145406498549505, 12 -70.08287135345955 -36.8302254505283 1083.8739574669532, 13 53.775327286187036 -114.81866984067405 1264.3687152127566, 14 128.03406156297572 -196.053942950806 1280.0240511441286, 15 165.01614862856266 -223.83208025143966 1394.522882733132, 17 152.3827987783835 -9.087669212820089 1189.940004817031, 18 248.12213229214765 -1.0278355889190038 1026.6319183111864, 19 199.56465044059445 -198.83117031574815 1081.5437042398237, 25 -90.73182479245594 -197.9671063986051 1249.334360039584, 26 -241.53701664492394 -385.21983246868325 1073.9071916940998, 27 -117.28925444154544 -489.3590497302086 925.8063695703975, 
0 -124.04440392834857 0.0 768.2530208761609, 1 -205.2550644184316 -88.91397986672345 777.9151201186735, 2 -184.904079984196 -124.36681757441895 400.75473546299077, 3 -283.5170367499461 -38.27730390451933 27.146043915026326, 6 -39.01590826273091 88.91325487347716 758.3108389263134, 7 77.26342043672729 48.64884617301634 415.58126131690113, 8 117.57615803249364 107.37339752764424 19.988064684096912, 12 -69.97726752444366 -29.52961578936815 1081.3570031575773, 13 53.043763414703136 -98.91295542759003 1265.5871846862492, 14 125.89363440250585 -180.34391934085056 1282.37600244765, 15 162.19965862198282 -206.26829578710462 1396.5655435470517, 17 152.74166547384377 1.8767237313781777 1177.9200478294206, 18 247.34953602138236 -11.91947096205633 1001.1554827038974, 19 198.37980630726622 -219.92037407958242 1068.6758125683114, 25 -91.02752820862865 -184.08302434759418 1250.35418027508, 26 -224.101148714672 -386.7592310876165 1085.1346809497459, 27 -117.01573588205619 -496.17506014695783 936.8101454194133, 
0 -114.47824689568355 0.0 768.2573055460251, 1 -204.86386438693714 -95.54027740961851 778.1678067436608, 2 -184.43694792093086 -133.33810559144348 402.0519946991749, 3 -282.25791925801724 -55.03505636007105 18.682297873221728, 6 -19.535424155223822 95.53947967602069 758.04591311284, 7 77.49798037702237 61.80121439007878 414.00328428182763, 8 117.89070707746896 119.2352354904582 17.535723824056163, 12 -63.85108284425519 -29.697918703822054 1076.5457790276723, 13 72.62985604550437 -95.73895128472499 1252.235426693352, 14 150.42347009020318 -170.66964549775682 1264.5646953212356, 15 193.71250476140116 -196.56814063748598 1375.5652266624106, 17 153.15424950166815 13.537601809027109 1178.5720312612502, 18 250.13773057885953 33.890681407421766 1001.976112729594, 19 183.77959418396767 -147.11931740672594 1059.2325718947052, 25 -54.576378157349325 -186.07869094422583 1250.0865216358698, 26 -224.5414597127136 -378.8921414269513 1085.4186785236313, 27 -117.89458470789646 -469.11080774045837 936.8639326891141, 
0 -114.45063724845576 0.0 768.2952875675172, 1 -204.98214217962578 -92.3436032543222 778.0826046578208, 2 -183.8761151503699 -144.16584328068188 403.64442448710724, 3 -281.1218491552174 -69.96545006640176 9.957685229897379, 6 -19.515468546134876 92.34283327291527 758.2172168332531, 7 96.79087653123759 59.35885128686161 414.4343395520413, 8 117.99863614420322 124.00101846686215 16.704259410491886, 12 -66.55011594611635 -37.29065921497455 1083.1335760571867, 13 72.26957486542206 -114.1689027015384 1250.615855849234, 14 144.07823622560744 -194.02243706089484 1260.0947330805254, 15 186.22483322764134 -222.30716921886648 1369.230894418441, 17 171.27409928603393 -9.3631419637493 1164.5024833304685, 18 228.9844448841893 1.4533844332770087 976.1441330638487, 19 182.02741284138025 -182.93264832645366 1057.9598597401573, 25 -54.39215099299042 -198.03595327036538 1237.0194862041167, 26 -223.86619453377088 -388.91101003526336 1084.938483678572, 27 -117.18018986524872 -489.65999119425265 936.7965421818302, 
0 -114.4244806927629 0.0 768.3312706009941, 1 -204.96669147974484 -91.74495326409935 778.0937346580315, 2 -183.73617083157654 -146.21969594244274 404.04178269011595, 3 -280.9845375385667 -70.98710573268038 10.404992746312473, 6 -19.508154409514933 91.74420538112848 758.2800031310313, 7 96.73538653017972 57.9590358082411 401.9520916626112, 8 118.01946678479507 125.67192161212176 16.543784230932488, 12 -53.19409917912661 -37.72426219471987 1087.0996614858386, 13 92.63877729932274 -113.88989187806303 1250.564930555739, 14 162.70675253116468 -193.2690769959306 1260.7532321465505, 15 204.97133400817643 -220.68199937723418 1370.1596188551794, 17 190.2632839691029 -9.31654868565083 1151.8871232064198, 18 228.80183770957956 -0.8236642309576041 976.1039396368286, 19 182.01427024496817 -182.33575592226777 1057.95031350097, 25 -36.258078822042364 -197.51871950571814 1236.9906845943185, 26 -206.51801327087992 -390.3176659303511 1084.8401024298134, 27 -100.39708723505983 -490.3633688447324 936.791801535046, 
0 -114.44273542247525 0.0 768.3061579463287, 1 -205.2534288739193 -86.90179114947749 777.8871817327813, 2 -183.58782127370674 -149.94547770687615 404.46300674723057, 3 -281.0632876330931 -70.51283287804651 10.148455753600047, 6 -19.488172379491807 86.90106349859389 758.4515336550614, 7 96.52474006120164 48.47673889816372 403.0926736030615, 8 117.83556679057858 118.58616820293179 17.960513805942696, 12 -38.97492241256367 -47.46976956671354 1080.2264473512057, 13 112.40573488245462 -135.60380188343137 1235.416759713452, 14 181.21164697475237 -218.8756032701036 1240.0747567397912, 15 225.80761491622917 -250.02370750740945 1345.5165164236391, 17 207.89145967715092 -36.60848463736485 1137.8967218816592, 18 226.1618143137266 -47.598591927557024 963.0778020419452, 19 179.8380914560975 -228.58176273659254 1056.36962711438, 25 -36.129738604680675 -211.58248572390983 1235.8889814784338, 26 -206.21176698276307 -396.24540218276826 1084.6041762812235, 27 -83.68290804899144 -490.1401810055471 936.7942670191794, 
0 -104.93210627229027 0.0 761.9677032663826, 1 -186.50575348347618 -89.731996812112 777.957128304607, 2 -183.60820619039498 -150.48179276338266 404.40512577047093, 3 -280.55796086652515 -78.5595192082206 11.794612622517434, 6 -19.506550652805586 89.73125201668786 745.4130858995451, 7 96.6957366227703 54.63357455297917 402.1667829819155, 8 117.91711524541786 120.40481468959825 17.332280464993232, 12 -38.75139042510334 -43.2656675920762 1068.6426468398279, 13 111.79456413623977 -125.82171262965579 1223.4664931344087, 14 181.12793030461262 -206.1736257702886 1226.7853566996746, 15 224.53948170367553 -237.33878953487076 1331.966328108939, 17 208.6259071947617 -23.602029804024454 1138.6462284763356, 18 227.69070631285138 -21.87570227213167 950.8010177650747, 19 181.4383896618629 -195.9740308624016 1057.5320176317741, 25 -18.103790053349215 -204.3706609665412 1224.6027867010139, 26 -207.0486842276609 -382.5251593408881 1085.248920952225, 27 -84.03605865804808 -476.2104637839063 936.8409059311363, 
0 -105.00132974323262 0.0 761.8596612976539, 1 -186.6740466585565 -88.78379299483939 777.8237742560922, 2 -164.99349289657874 -158.93029100881418 393.1006287248408, 3 -280.217673955716 -85.89793284779395 12.903134222186054, 6 -19.514893402983823 88.78302699126982 745.3359608014299, 7 96.78374200515289 55.64830335035816 401.6902625337211, 8 118.0900602643917 123.72765844910327 15.999945875887875, 12 -44.250834601092194 -46.53923816649829 1073.5656428692407, 13 111.57965577745931 -135.81843373488306 1222.8941635256767, 14 179.9038164675486 -218.7166127261409 1222.616828912003, 15 227.08925208511434 -249.94191526650008 1324.3586075350904, 17 226.9422556474409 -37.56635237161299 1125.5505210914341, 18 226.77385532123188 -40.506638291212354 950.7001143271383, 19 144.39508826921977 -218.27177130634584 1021.0905091883078, 25 -18.083603194967957 -211.10255210901278 1224.269538970943, 26 -189.69924087527346 -386.7268854754739 1085.1687568449424, 27 -67.27179324763478 -476.2840264331345 936.8479955751925, 
0 -95.55656524190756 0.0 761.6865842718472, 1 -186.8742651246899 -88.71950029585601 777.6651228845583, 2 -164.78718005565645 -167.7804917959165 393.76666039607915, 3 -280.40310248559746 -87.43991197619614 12.299080630822232, 6 0.0 88.71870175851979 745.1482742545427, 7 116.02786274275331 47.44081682653224 389.42909349579827, 8 118.22716719005517 124.15992875547781 14.943700945844512, 12 -30.428837537764593 -44.35985136135727 1064.6689069238528, 13 131.26848542052753 -130.35084998946022 1210.1995844376952, 14 199.17549604945148 -211.4185711342435 1208.0822768468856, 15 248.72429905966044 -244.39226903062757 1308.5909458084245, 17 227.5791948101925 -30.637381567990502 1113.5882645529155, 18 209.5231030807338 -13.344603314038473 938.320262919779, 19 146.22797732788953 -174.3084591387398 1022.3008136482447, 25 0.0 -202.8333473964143 1225.2370314815278, 26 -191.38059121864478 -358.5473125186969 1086.581788926995, 27 -67.84636773709329 -449.936874283013 936.9428472062648, 
0 -86.10472431627421 0.0 761.4885447332947, 1 -168.6434774192676 -82.82870055265548 777.2630821957454, 2 -165.09129514349596 -165.33711815641016 392.78489755816247, 3 -280.88025382416896 -85.50741825791233 10.744708281149542, 6 0.0 82.82795350071406 745.1907727921796, 7 116.15784504598987 47.08960983347808 388.8282785561097, 8 118.36178321538607 123.87766717516868 13.906645424613203, 12 -10.263361191539929 -54.00759232784962 1070.207032919998, 13 149.74517487830244 -159.03143254113596 1208.432117977546, 14 216.4860397521299 -244.11589064534377 1202.8620730479688, 15 267.3318481123958 -284.136718972602 1299.6335499039967, 17 244.8691251728724 -62.35824312851159 1099.8740961439198, 18 209.08285162961357 -26.517962740313763 925.7426655757527, 19 100.74097530007255 -170.96808608703395 974.1222248601749, 25 0.0 -220.45090475787723 1212.2687488772458, 26 -192.62304400415263 -339.32577756952236 1087.625964909282, 27 -51.502983509629274 -411.13883690386314 937.0789200982528, 
0 -76.64454094674366 0.0 761.2588986934405, 1 -168.82869387234757 -84.00159345910366 777.1000111881424, 2 -146.71894875311216 -171.44425576090006 405.00003802097353, 3 -280.34018367983134 -98.48887390079044 12.504045479605907, 6 19.563523181089213 84.00085682456303 744.8863996462273, 7 116.46627565273407 52.17033382404816 387.4026251265666, 8 118.61659561280688 126.98566299639634 11.943620569482846, 12 -11.724112883158142 -56.622551554282154 1073.790730373883, 13 148.84670627478582 -163.87310038894032 1208.470512548783, 14 214.56482979187302 -247.64557804618394 1198.6907818772884, 15 267.8913932845915 -287.0711882207247 1291.8430946020208, 17 245.11204663196264 -63.95496197033168 1100.0468425494014, 18 211.51222001412472 14.038500356287106 925.7426655757527, 19 56.066154458270084 -98.61985275791588 925.7426655757527, 25 18.08019463840185 -225.65272567244426 1212.274445823468, 26 -175.93924833839156 -327.16441557099137 1088.3908511320592, 27 -51.954331916464824 -384.7422556332955 937.178265807366, 
0 -76.74872757830182 0.0 761.0353079535681, 1 -169.12481990085587 -82.45822468314336 776.8392915326078, 2 -146.82750812984864 -173.8125761094895 404.6147333580933, 3 -280.3984393090301 -102.97554065434181 12.314271435357341, 6 19.582713521964028 82.45747177710041 744.7089932884662, 7 116.51827096964463 48.476099299266124 399.9856303988647, 8 118.56337912689169 119.53423830352253 12.353589965052379, 12 -13.960510407183136 -58.59085421210641 1068.6609122008074, 13 148.90887858420817 -167.48050403643487 1195.235364317825, 14 213.85788933604746 -251.12802260310832 1179.9343533845547, 15 268.31244744452647 -291.2697707912235 1268.8828110583395, 17 244.9621390949828 -71.70212439126072 1087.4975563368416, 18 210.37425098444427 -12.977411115557608 925.7426655757527, 19 55.76339814801607 -124.95477766284966 950.2906832387382, 25 18.0993939871355 -226.77387714712796 1212.578713763182, 26 -176.2700135281742 -325.2547560825774 1088.696629168918, 27 -52.03051189481503 -384.3561685644588 925.7426655757527, 
0 -76.82531130515812 0.0 760.8709546973595, 1 -169.27854224010852 -82.80623226220042 776.7039490382658, 2 -146.838662600864 -177.33634641308305 404.57514332153096, 3 -280.9784962215824 -98.80661883416117 10.424672993053832, 6 19.603925233463066 82.80550259675097 744.5129002381409, 7 135.79586948150006 40.212184522797116 400.5352713039422, 8 118.55956847452842 115.29538760465186 12.38294648529643, 12 -10.110331164626416 -72.68312363806011 1060.1471804528207, 13 147.95654911265837 -195.7869726268777 1180.244012283124, 14 212.07876717628972 -279.8490149740693 1163.2130925364556, 15 264.78139496556867 -322.4740491138813 1251.6216743029242, 17 243.72170454831507 -95.49027875458634 1086.678465046515, 18 210.49418055714742 -14.681251059090087 925.7426655757527, 19 56.00403446723055 -112.1122875921627 950.3966155314358, 25 17.989166901801866 -253.49164827264485 1187.0744217089932, 26 -175.50568887850028 -344.8361297203561 1087.990044261801, 27 -34.632521691037496 -393.63422260940797 925.7426655757527, 
0 -76.91739868556415 0.0 760.6733296737843, 1 -169.37009246883423 -85.3800082064965 776.62334503254, 2 -146.86893398664776 -181.12581817689295 404.46770252327883, 3 -280.86599058867 -105.03741570923457 10.791172321139243, 6 19.639796602609053 85.37926414196001 744.1812850266336, 7 136.0185015198611 41.99098459300858 399.674214239427, 8 118.60957662072467 112.10219959367714 11.99769351120301, 12 1.1512712352746632 -66.24835172636234 1050.6370350013326, 13 169.00451823131797 -178.74620963984202 1168.3472138402258, 14 237.56845968860458 -258.15542867066176 1149.740342086461, 15 295.7972149401256 -299.02675155567346 1236.5999635837265, 17 245.12446120090223 -77.71908943174265 1075.1538129130918, 18 211.28030590005795 -4.586558651008438 913.0595839715742, 19 56.20409400838036 -102.89514248803059 950.4846852207463, 25 36.14942078181134 -240.18269992838532 1188.3171268523326, 26 -176.1800699276631 -335.18401946209417 1088.613480220837, 27 -34.79766133401736 -380.77606069137136 925.7426655757527, 
0 -67.38414127372853 0.0 760.4736420635564, 1 -169.843261264178 -79.1868288426035 776.2067507670743, 2 -146.97872073746453 -182.88878616541973 404.0780415996088, 3 -281.0863523050551 -106.6913194652875 10.073320077654216, 6 39.26749315820939 79.18609500231122 744.2372148634864, 7 136.0079369546077 36.79365452220041 399.715074007913, 8 118.7699929689294 112.68851031888849 10.761877350441182, 12 2.639076562878813 -67.31760254869603 1051.2683712646872, 13 168.23565652999258 -179.96545135880487 1168.5631962052846, 14 234.4393012215212 -262.05191496577487 1150.7277547033045, 15 292.742660585418 -301.7788636619254 1236.6621298337934, 17 244.83374635803938 -87.10437680830083 1062.540450695953, 18 209.42021146281928 -44.54683919882591 900.5998239821434, 19 55.57582657964072 -151.114305692372 950.2081109722251, 25 36.217840531778755 -237.61794792963178 1188.8140996557645, 26 -158.40727913270197 -343.18522967682526 1088.4544903370606, 27 -34.64026159668823 -401.50001775928064 925.7426655757527, 
0 -57.81212468614079 0.0 760.3182979276376, 1 -151.14188173583392 -78.45544797802384 776.0382745629498, 2 -147.33334965742029 -177.2720569270104 402.81937394179033, 3 -281.81457487099834 -100.27029588058627 7.701055914467361, 6 39.297355449745496 78.45471825387037 744.0991829126633, 7 136.1029134243746 35.81915424747383 399.34774071277, 8 118.61161542083235 103.34738827776306 -1.0717369856690766, 12 5.720007072193027 -61.0992836352539 1051.3618096118134, 13 167.87400581552527 -170.83238917527976 1169.3725235139536, 14 235.64413133619507 -252.88480477140774 1151.1040883242542, 15 293.59250907057367 -293.227468292185 1236.80849855302, 17 245.60221650539503 -78.50879822411055 1062.9698237527844, 18 210.15047120949646 -34.48133508527896 900.5121495165097, 19 55.78356382511816 -140.3553923703965 950.2995605205059, 25 36.3383167980394 -228.64750306429352 1189.6891894919456, 26 -159.09709608501163 -330.7098191197366 1089.1630523152483, 27 -34.79037453069584 -389.2998515894894 914.2561696369494, 
0 -57.8270125118564 0.0 760.2756977089458, 1 -151.39598709750368 -72.8737179757702 775.7865859642307, 2 -147.39124821170927 -176.75437975922216 402.61387734064715, 3 -282.8995729760128 -86.2640390698507 16.620287854467392, 6 39.2536801994478 72.87305648715888 744.3010622625447, 7 135.62932730159412 20.740621584629395 401.1793938731979, 8 118.38952805537237 94.60986873905912 0.6636223061248074, 12 7.011651974026563 -72.27979953586613 1043.0240280518506, 13 166.75461240259108 -197.34475935180728 1154.4376931621644, 14 228.63785461896117 -284.1468325486685 1132.1917531133467, 15 283.246749831119 -330.86372253225187 1214.126282004623, 17 262.4700176982907 -109.52924745814892 1049.5396653829823, 18 208.2945317705059 -70.51465353657392 900.7349722851237, 19 55.38702065969076 -168.77868983220438 950.1249953226819, 25 36.194193212477884 -244.57239200554355 1188.642335295734, 26 -159.6961741477933 -317.84138678441496 1089.7784096732144, 27 -34.96573307480915 -372.03463682581315 914.1982727263251, 
0 -48.21586614360865 0.0 760.1840556326447, 1 -151.64404728405086 -68.61653090533517 775.540885045762, 2 -147.63053765416618 -172.66707357138006 413.9501155423218, 3 -283.2555698985272 -83.50815400522637 15.476260787713386, 6 58.85155256434728 68.61594681034684 744.390326967138, 7 135.54666269032816 16.06576932311505 401.49910952616494, 8 118.28618870405704 88.77126157834746 1.4711013950031884, 12 29.349543811779114 -81.66993674487645 1045.2474818043995, 13 185.1758527149332 -216.19855971955604 1153.4298412996427, 14 249.5137232383792 -304.3167434202496 1131.3989940013719, 15 307.1531171134156 -353.0416902208518 1211.6520675958623, 17 261.1610227421762 -131.0746317950087 1048.9222628706846, 18 225.6246056570813 -100.44328242025671 888.4962123320905, 19 55.06846260989506 -192.92243996497356 949.9847605290219, 25 36.07292354188616 -259.2268451172604 1175.8515362744545, 26 -159.43584694018983 -325.8786948466245 1089.5110083567085, 27 -34.93561701493552 -377.1658782524329 914.2082159363105, 
0 -48.240755194474055 0.0 760.0985942069013, 1 -151.77339548702636 -67.29323382326483 775.4127670566736, 2 -147.5396958553921 -176.9955906418641 414.26503789228394, 3 -283.05726517632274 -88.26929242396025 16.113530256406193, 6 58.86278082187926 67.29265773893925 744.3557268474606, 7 135.5427221958309 13.877052694631956 414.3004063585653, 8 118.34601842752832 88.72877820277293 1.00360038999861, 12 29.69758949235603 -86.62879694096887 1047.851006439014, 13 184.80602584918188 -225.70373161732527 1152.9751122767427, 14 245.95932730994096 -315.46446872110414 1131.003725215288, 15 300.8608199297043 -365.06470251189717 1211.1960656171557, 17 279.1428848306693 -142.36435968777533 1048.62621813708, 18 243.11763391860282 -123.32842222598478 888.6956849890761, 19 90.95785100079482 -229.00385227741137 961.7797706733501, 25 36.026868568788814 -265.93028824353246 1175.5322176226666, 26 -159.26813597334095 -331.6371227495613 1089.3387400266301, 27 -34.837084872301425 -389.2475634075264 914.240747608403, 
0 -38.59655914014527 0.0 760.0816189402653, 1 -132.6998681089819 -70.71211778541674 775.5280633219517, 2 -147.7765458919652 -171.25077509151555 413.44394703859325, 3 -282.9231149028134 -90.52383658675215 16.54463382556969, 6 58.91829711045656 70.7115468694471 744.1846521973339, 7 135.87915124188078 23.427528818966138 413.03096135561304, 8 118.5932927019557 96.85199385572693 12.123141635415095, 12 33.25599587682083 -83.1371207129722 1041.5252044185816, 13 184.3611869341939 -216.53675427544528 1153.5503558557439, 14 252.19573158541073 -304.094958152161 1134.2526214143816, 15 307.43450941221977 -352.2124580543717 1219.421738158099, 17 280.4693394261197 -124.43049260457965 1061.5568946130747, 18 283.59389432932505 -81.25490082038337 888.2897762703038, 19 182.29213112293368 -221.58793044683722 961.8543404639641, 25 36.05628950973723 -263.2638439280805 1163.8317511971147, 26 -158.9677864711965 -338.9301473111426 1077.3668314762688, 27 -34.79475770071589 -394.00418318375927 902.7667793766385, 
